12;18;Abradebarras;;09/02/2022;https://docs.google.com/document/d/1Su5mLDgQ2baBGEv7UCw1hr9u02OORH2VMz3yshnGvwE/edit?usp=sharing;https://datastudio.google.com/reporting/76e167c8-93f5-48be-b775-baf6296b5c71;;;;
13;21;AgoraJeux;;09/02/2022;https://docs.google.com/document/d/1_RH8QWeFGBImPuTFckvP4R_QYdXYLQZ44tZFrEaxeEk/edit;https://datastudio.google.com/reporting/caa63b7a-46a1-4a2f-815d-cb74074e8cf8;;;;
14;18;Airlitec;;09/02/2022;https://docs.google.com/document/d/1JxEE8vyfJeQjn7CESp916aexPH62A2xTaUuteo1Da5Q/edit?usp=sharing;https://datastudio.google.com/reporting/7b26c123-29d0-4da7-8243-3334d074576a;;;;
15;20;ANTIBES BOAT ET YACHT SERVICES (Abys Yachting);;09/02/2022;https://docs.google.com/document/d/1IBc4K2BemIAzDGHaqIUsxxqx7Wytrb9oxsErC_5va-s/edit;https://datastudio.google.com/reporting/cb9f40d5-5eac-4cb7-a04c-fa4d4f0a934d;https://lookerstudio.google.com/reporting/a7d6d072-e6e4-407e-8122-19402b376aec;;;
16;21;ARENAS-LIOTARD (tifpetsforever.com);tifpetsforever.com;09/02/2022;https://docs.google.com/document/d/1QRatghgAefd4yTm-IvP_VaIUV2f0tsu0n9vFmcCE2qM/edit?usp=sharing;https://lookerstudio.google.com/reporting/62caccc5-da93-408a-ada8-e476ef04dac8;;;;
17;21;ARTEM NANTES;;09/02/2022;https://docs.google.com/document/d/1A2clnGn_rGYqPQGy5f2c-aHWLxxYNj8HV2ltlyuDG88/edit?usp=sharing;https://datastudio.google.com/reporting/e482dbaa-361d-4541-b841-a535987f6b3c;;;;
18;20;Asta (asta-encheres.com);asta-encheres.com;09/02/2022;https://docs.google.com/document/d/1yhCOhJmoY5JS5-ml_RqIHHILlvjZuOW9NvQc9rz-Rqs/edit?usp=sharing;https://datastudio.google.com/reporting/26965f8f-8a38-4573-ac8d-f1ecf327a920;;;;
19;21;ATELIER WM;;09/02/2022;https://docs.google.com/document/d/18XPzsrkZWoAuCRozTnBMnomwdSZgT4u7ppuW5eda5Gs/edit;https://datastudio.google.com/reporting/c200b86f-1082-4214-b712-91a04f9760e2;;;;
20;20;ATELIERS BY THE WAY;;09/02/2022;https://docs.google.com/document/d/19N7ajF0OavkTogrVpdtGm10P2HVz66tZyZMtU2sPZGI/edit;https://datastudio.google.com/reporting/5eecd307-269e-436d-b079-74f49e695f4e;;;;
21;17;Avner Doukhan Avocat;;09/02/2022;https://docs.google.com/document/d/1yryLVgsTUZDFLygRTgovpNqrjmJ4kQaAVsBs6R3QbS4/edit;https://lookerstudio.google.com/reporting/a8b163e1-375f-4ed1-a0f4-eedda740132c;;;;
22;18;Bellanopolis (e-studios-paris.com);e-studios-paris.com;09/02/2022;https://docs.google.com/document/d/1FZrQ4Cif3JUGYAy7_VZ58TXIRBECFZ4hFOvCiQINl2M/edit?usp=sharing;https://datastudio.google.com/reporting/636b18ca-b077-49ad-87e8-f872e53200e0;;;;
23;18;Bernard Gravure Industrielle (groupbgi.com);groupbgi.com;09/02/2022;https://docs.google.com/document/d/1jUhvyvI4Rt9WbQPQayyJ8IJf7YjjbFTEpy7JuQM0fa4/edit?usp=sharing;https://lookerstudio.google.com/reporting/73d58e7b-68e3-4bc3-a9a9-766b94352877/page/p_qeeiqzjsrc;;;;
24;18;Bernard Ressorts (brprecision.fr);brprecision.fr;09/02/2022;https://docs.google.com/document/d/1iybgENp9BptoVkev7dXvDbkt9yBVNK_1_TBbD02BPz4/edit;https://lookerstudio.google.com/reporting/1fbad783-8544-4f76-a9e0-523cf26640a6;;;;
25;20;BERTRAND BARDET (fonddelanoye.fr);fonddelanoye.fr;09/02/2022;https://docs.google.com/document/d/1xVzbrOGY6S3qiDMOFPQktXzFoCJxDQGYjCREZMkgkiA/edit;https://datastudio.google.com/reporting/0b65a48b-9842-42e2-89fa-839509c08340;;;;
26;21;Bois D’Ollainville;;09/02/2022;https://docs.google.com/document/d/1zTtuAb-QmG9sN3X_17QSprlJvqW0LZjSnWORFiHca50/edit;https://lookerstudio.google.com/reporting/9d78ccaa-d9b4-49d1-af86-8738b6b1c290;;;;
27;21;Cabinet Morin & Associé;;09/02/2022;https://docs.google.com/document/d/1c3Fz1oTaLSz_WptVpybNZ-a7jRbnf2TzWt69Q1bOo48/edit?usp=sharing;https://datastudio.google.com/reporting/a0ddc6ee-ce43-4be8-a038-cf135334e60d;;;;
28;21;CBP CE;;09/02/2022;https://docs.google.com/document/d/1cBZAWPjNZ2JmJ4HPb-MOXj_mV_CASIwXyTkr8jJSVx0/edit;https://datastudio.google.com/reporting/ab5b2c6c-bd9a-49f9-90c9-b91f065fcd64;;;;
29;21;CBP Social Consult (vistaviepro.fr);vistaviepro.fr;09/02/2022;https://docs.google.com/document/d/1U9b23wkR5sdsNU5ZerGWxTyfyFO33q_bmtXP6h5E8MI/edit;https://datastudio.google.com/reporting/0e806b22-6fa9-4c23-ac71-2fd01ec7bec0;;;;
30;21;CHEVRU BOIS;;09/02/2022;https://docs.google.com/document/d/15yAw9fiRWuARCvg-MJDORrwTk8R_au4CPR2ie6f8YVU/edit?usp=sharing;https://datastudio.google.com/reporting/4e8905ce-0e17-481a-a545-3d59ba59c51e;;;;
31;18;D3 Sécurité (destruction-de-documents-confidentiels.fr);destruction-de-documents-confidentiels.fr;09/02/2022;https://docs.google.com/document/d/1H9XrjVB42nALCqsOLH983aROFhylXVgXxNDnT2CG6Vo/edit?usp=sharing;https://datastudio.google.com/reporting/7e63d7a9-a829-4b74-b3d7-26d87dbcdfcc;https://lookerstudio.google.com/reporting/c2fc7a5b-1b71-4860-8c66-df8ef681cc52;;;
32;17;DZ Avocats Expulsions;;09/02/2022;https://docs.google.com/document/d/1ibLSkH8oe0NXNacCsSbNeVa0X5kG7KBnBUHJgVxirik/edit?usp=sharing;https://docs.google.com/document/d/1ibLSkH8oe0NXNacCsSbNeVa0X5kG7KBnBUHJgVxirik/edit?usp=sharing;;;;
33;18;E-thik (e-thik.com);e-thik.com;09/02/2022;https://docs.google.com/document/d/1AuaNcACVwEwYu7b7VCh98fsWIO-Tqqw4-n1PGoY6gMI/edit?usp=sharing;https://docs.google.com/document/d/1AuaNcACVwEwYu7b7VCh98fsWIO-Tqqw4-n1PGoY6gMI/edit?usp=sharing;;;https://lookerstudio.google.com/reporting/5241bbdd-64ce-4c01-a788-e8a5a6f2f789;
34;18;EASY CODE (ecoleduvtc.fr);ecoleduvtc.fr;09/02/2022;https://docs.google.com/document/d/1Z7bJyo1lHdJnnuE6kePy4oxlg85lJFiHnIm_s_ou1xA/edit?usp=sharing;https://docs.google.com/document/d/1Z7bJyo1lHdJnnuE6kePy4oxlg85lJFiHnIm_s_ou1xA/edit?usp=sharing;;;;
35;18;Egis Voltere (voltere-consulting.com);voltere-consulting.com;09/02/2022;https://docs.google.com/document/d/1dbvGBCNC9MqHP0kV92rJdVae1Ev63OWa7CZwGQH1N24/edit;https://docs.google.com/document/d/1dbvGBCNC9MqHP0kV92rJdVae1Ev63OWa7CZwGQH1N24/edit;;;;
36;18;FIN PALLET;;09/02/2022;https://docs.google.com/document/d/1oKdRRzgkE3r6kTCh2cokzdQoj98nf6PoHFHEKE20Bek/edit?usp=sharing;https://docs.google.com/document/d/1oKdRRzgkE3r6kTCh2cokzdQoj98nf6PoHFHEKE20Bek/edit?usp=sharing;;;;
37;18;Flex'HS;;09/02/2022;https://docs.google.com/document/d/1Ej9btxrRIQC0pJu5_TFWQTQm2wVpJYdVIE-jFE6BHSk/edit?usp=sharing;https://docs.google.com/document/d/1Ej9btxrRIQC0pJu5_TFWQTQm2wVpJYdVIE-jFE6BHSk/edit?usp=sharing;;;;
38;21;Galerie Hurtebize Cannes;;09/02/2022;https://docs.google.com/document/d/1eVZLmzxxHaU1bmwl1XRlXNcqXnwqSit7DtdaU93EeBo/edit?usp=sharing;https://docs.google.com/document/d/1eVZLmzxxHaU1bmwl1XRlXNcqXnwqSit7DtdaU93EeBo/edit?usp=sharing;;;;
39;18;Gold Rider;;09/02/2022;https://docs.google.com/document/d/168KL1ma_8b33gyB2ilBrhZZyL_CV7TimdA2LNnh-bIE/edit;https://docs.google.com/document/d/168KL1ma_8b33gyB2ilBrhZZyL_CV7TimdA2LNnh-bIE/edit;;;;
40;20;HANDI TRANS;;09/02/2022;https://docs.google.com/document/d/1Nk5U6fB8DJLnkSSqJR5g3EkcgQET2z38p48pVJM_IGI/edit?usp=sharing;https://docs.google.com/document/d/1Nk5U6fB8DJLnkSSqJR5g3EkcgQET2z38p48pVJM_IGI/edit?usp=sharing;;;;
41;20;Instant Bocal;;09/02/2022;https://docs.google.com/document/d/1dCNiU9-89jsFrt6ujE59Bjv75yTIZnn_vq97zzWmvwc/edit?usp=sharing;https://docs.google.com/document/d/1dCNiU9-89jsFrt6ujE59Bjv75yTIZnn_vq97zzWmvwc/edit?usp=sharing;;;;
42;18;Institut d'Hypnose Thérapeutique;;09/02/2022;https://docs.google.com/document/d/1jekeW2OBoF-6c84hAH02-wYtssXPylpjaqnfpBhJSD8/edit?usp=sharing;https://docs.google.com/document/d/1jekeW2OBoF-6c84hAH02-wYtssXPylpjaqnfpBhJSD8/edit?usp=sharing;;;;
43;18;KCD FLAM;;10/02/2022;https://docs.google.com/document/d/1CO4ywSfJnteY3NC6QIiNACnVQd055uuZ6BHhZvE3O6g/edit?usp=sharing;https://docs.google.com/document/d/1CO4ywSfJnteY3NC6QIiNACnVQd055uuZ6BHhZvE3O6g/edit?usp=sharing;;;;
44;21;La 13eme porte;;10/02/2022;https://docs.google.com/document/d/1v2GJ0xXAEd-3B2VX_uPHb-NJgM_5TajNilZ1BD6UN4s/edit?usp=sharing;https://docs.google.com/document/d/1v2GJ0xXAEd-3B2VX_uPHb-NJgM_5TajNilZ1BD6UN4s/edit?usp=sharing;;;;
45;21;Les Chalets de la Trinité;;10/02/2022;https://docs.google.com/document/d/1o4YU2CGg0zG7FMP23amk2ddwFZVTpvizAp2Mm_Dyu3Y/edit?usp=sharing;https://docs.google.com/document/d/1o4YU2CGg0zG7FMP23amk2ddwFZVTpvizAp2Mm_Dyu3Y/edit?usp=sharing;;;;
46;18;Location Réservation Gites De France Ardèche;;10/02/2022;https://docs.google.com/document/d/1hZ_uNciNXbeG7j30miIR2S8XDu2NRE-lxAlTQofC49g/edit?usp=sharing;https://docs.google.com/document/d/1hZ_uNciNXbeG7j30miIR2S8XDu2NRE-lxAlTQofC49g/edit?usp=sharing;https://lookerstudio.google.com/reporting/880edd98-c240-4b37-84be-4f63c7914f98;;;
